Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-31,22.06198614867958,22.630789504180083,21.493182793179074,22.448772430419922,13581600,0.0,0.0
2000-02-01,22.266760647781496,23.176846232840685,21.538692179734145,22.388105392456055,33697600,0.0,0.0
2000-02-02,22.433607036067592,22.661128405601747,22.11507711871978,22.570119857788086,17514800,0.0,0.0
2000-02-03,22.57012225672142,23.54088020324707,22.448777513405712,23.54088020324707,19432800,0.0,0.0
2000-02-04,23.252684887498617,23.72289573649565,23.055499692757923,23.298189163208008,12446400,0.0,0.0
2000-02-07,23.502959856037037,23.59396841307881,23.237518231331876,23.37403106689453,9087200,0.0,0.0
2000-02-08,23.904903282239598,24.997005462646484,23.844230938883662,24.997005462646484,17232400,0.0,0.0
2000-02-09,24.928757792448568,25.330712207720786,24.435794830322266,24.435794830322266,15762800,0.0,0.0
2000-02-10,24.511639780073022,24.67848881322946,24.056596962373646,24.390295028686523,13225600,0.0,0.0
2000-02-11,23.9504172245258,24.155186466154106,23.480206373379314,23.9049129486084,11219200,0.0,0.0
2000-02-14,23.60155000349333,23.904911828731034,23.2223477219462,23.586381912231445,11966800,0.0,0.0
2000-02-15,23.11616557056367,23.44986349874766,22.82797190531386,23.176837921142578,14093600,0.0,0.0
2000-02-16,22.714216987028816,23.41953324071619,22.691464849813098,22.903818130493164,16730000,0.0,0.0
2000-02-17,23.229932222058697,23.662222831479966,22.918986345106557,23.510541915893555,13523200,0.0,0.0
2000-02-18,23.79872910856377,23.844233370721636,22.994820477108142,23.047908782958984,10458400,0.0,0.0
2000-02-22,23.935249023139477,24.086929942170777,23.161676336079836,23.298189163208008,14034800,0.0,0.0
2000-02-23,24.322025642811674,24.997005462646484,23.874567110561628,24.997005462646484,12804800,0.0,0.0
2000-02-24,24.61781225533321,24.80741339716418,24.223441880324792,24.632980346679688,11016800,0.0,0.0
2000-02-25,24.481299951354348,25.072855526387073,24.314450943011785,24.860502243041992,10827600,0.0,0.0
2000-02-28,24.306868456973067,24.8756719310052,23.96558637255379,24.663318634033203,12043600,0.0,0.0
2000-02-29,24.42062733455629,24.42062733455629,23.874576040119006,24.086929321289062,13938400,0.0,0.0
2000-03-01,24.208274505274467,24.450963973999023,24.08692977091219,24.450963973999023,10253200,0.0,0.0
2000-03-02,24.329621629894906,26.195297104007793,24.314453536609435,25.725086212158203,18084000,0.0,0.0
2000-03-03,26.21046268238741,26.862690631081076,26.119454131406897,26.81718635559082,11078800,0.0,0.0
2000-03-06,27.241891536754753,27.55283740340479,27.120546808305956,27.484580993652344,9673600,0.0,0.0
2000-03-07,27.120547124513685,27.22672376314433,26.210461650536715,26.36214256286621,9668000,0.0,0.0
2000-03-08,26.119453231658124,26.14978941427329,24.87566974443631,25.649242401123047,12309200,0.0,0.0
2000-03-09,25.543063503878933,26.05119451776251,25.17902934467876,26.0284423828125,11041600,0.0,0.0
2000-03-10,26.422813127207203,26.74892706649248,25.98293851142706,26.089115142822266,10617200,0.0,0.0
2000-03-13,24.875667926877046,26.346972676210626,24.875667926877046,26.089115142822266,14619200,0.0,0.0
2000-03-14,26.21046673125851,26.43798814385624,24.936346820711222,25.05769157409668,12011600,0.0,0.0
2000-03-15,24.511625990575673,24.693643015258164,23.298179159359055,23.783557891845703,26281600,0.0,0.0
2000-03-16,23.90490375178875,24.87566126455175,22.084733415358137,24.511627197265625,26679600,0.0,0.0
2000-03-17,23.904910471083,24.511634087100337,23.7228933862778,24.25377655029297,12868000,0.0,0.0
2000-03-20,24.268937819074875,25.285199590248638,24.170345259184884,24.511627197265625,14041200,0.0,0.0
2000-03-21,24.193099435621402,25.86917309558138,23.90490577463281,25.664403915405273,14905600,0.0,0.0
2000-03-22,25.444468888517928,26.741340477172642,25.072850713991137,26.574491500854492,15502800,0.0,0.0
2000-03-23,26.591787379508542,26.88099399668694,26.150366753288882,26.744001388549805,13121200,0.19175,0.0
2000-03-24,26.667891892810797,27.75622195578795,26.607006294882005,27.215862274169922,16860400,0.0,0.0
2000-03-27,27.444187660839248,28.418357383686565,27.444187660839248,28.00737953186035,13759600,0.0,0.0
2000-03-28,27.999767173108435,28.129149081763735,27.35285762983194,27.50507164001465,12016800,0.0,0.0
2000-03-29,27.680115897174275,27.885604797153295,26.54612159729004,26.54612159729004,15245600,0.0,0.0
2000-03-30,25.084860824511953,26.211244138233972,24.597776148307837,25.45017433166504,23102800,0.0,0.0
2000-03-31,25.69372915147661,27.078876872320432,25.336026168621338,27.033212661743164,17523200,0.0,0.0
2000-04-03,25.632835531872068,26.051423998099196,24.719551605558337,25.05442237854004,21856000,0.0,0.0
2000-04-04,25.023985656626493,25.267528096107043,22.253690407535238,24.93265724182129,48162400,0.0,0.0
2000-04-05,22.999536120112815,25.556731400178304,22.862543515823592,24.23246955871582,31020000,0.0,0.0
2000-04-06,25.57194725485409,25.876375198364258,24.993534162184773,25.876375198364258,17236000,0.0,0.0
2000-04-07,26.553731097041865,27.642061147737476,26.3025780084198,27.413740158081055,19869600,0.0,0.0
2000-04-10,27.15498113414468,27.45940917376514,25.815497759814676,26.667896270751953,18623200,0.0,0.0
2000-04-11,24.53689999340876,27.0332099182965,23.98892952209194,26.667896270751953,19634100,0.0,4.0
2000-04-12,25.81549198466136,26.180805550482038,23.80626737264762,24.293352127075195,17563000,0.0,0.0
2000-04-13,24.171582621596468,25.69372258517307,23.136527446364376,23.684497833251953,17036400,0.0,0.0
2000-04-14,22.64944795461801,23.136532856867863,20.701108345618614,22.162363052368164,26852600,0.0,0.0
2000-04-17,21.67527474088622,25.57195334598936,21.431732328067273,24.719554901123047,20598700,0.0,0.0
2000-04-18,23.86715471773542,25.328409088209018,23.532283924501886,25.02398109436035,14779000,0.0,0.0
2000-04-19,25.328409830729164,25.389295431283802,23.623613015199318,23.745384216308594,10493700,0.0,0.0
2000-04-20,24.689112283251614,24.749997886909448,23.380071804608185,23.988927841186523,8721200,0.0,0.0
2000-04-24,22.771217465400696,23.44095915555954,21.979704558849335,23.38007354736328,9937500,0.0,0.0
2000-04-25,23.86715747833252,24.658670353889466,23.562729449272155,24.3542423248291,8400600,0.0,0.0
2000-04-26,24.84132550710655,25.72416673223656,24.628225901040686,25.26752471923828,10310600,0.0,0.0
2000-04-27,25.54150956764556,28.00737640313935,25.511066767207364,27.76383399963379,23768800,0.0,0.0
2000-04-28,28.068263816195586,28.250920630617685,27.307193756103516,27.307193756103516,14127600,0.0,0.0
2000-05-01,28.129156122720154,29.2250972703586,27.611628358557553,28.890226364135742,10216300,0.0,0.0
2000-05-02,28.738007068634033,29.2250919342041,27.276752471923828,27.276752471923828,10491600,0.0,0.0
2000-05-03,27.398520942748064,27.42896374379556,26.089480497705654,27.063650131225586,9330200,0.0,0.0
2000-05-04,26.911438822746277,27.794280141592026,26.576567977666855,27.276752471923828,6041000,0.0,0.0
2000-05-05,27.03320678911711,28.250918806644908,27.002763988678915,27.76383399963379,7239000,0.0,0.0
2000-05-08,26.728775214265895,27.002760381610308,26.180804879577074,26.302576065063477,5308200,0.0,0.0
2000-05-09,26.698333554367455,26.759219149702385,25.328407659331496,26.24169158935547,6591600,0.0,0.0
2000-05-10,24.963097499711864,25.054425905198617,23.62361421923952,23.988927841186523,14662800,0.0,0.0
2000-05-11,25.57195045965181,25.632836055984313,24.719552110996748,25.389293670654297,9003100,0.0,0.0
2000-05-12,26.241688648219487,27.002758504606362,26.02858908843116,26.454788208007812,6947300,0.0,0.0
2000-05-15,26.454787658726005,27.276743086557538,25.815488992634812,26.850543975830078,5503000,0.0,0.0
2000-05-16,27.428961977494502,27.824718365627053,26.941877192100595,27.52029037475586,8348000,0.0,0.0
2000-05-17,26.393910683285107,27.276751986416905,26.211253861947494,26.7896671295166,6001000,0.0,0.0
2000-05-18,27.033202549196638,27.09408814052366,25.81549072265625,25.81549072265625,4131000,0.0,0.0
2000-05-19,24.96309366441311,25.26752163593034,23.50183940113039,24.293352127075195,16215400,0.0,0.0
2000-05-22,23.410514095286633,23.86715611274996,21.857931235911316,23.501842498779297,17072000,0.0,0.0
2000-05-23,23.258298789130315,23.745383580525715,21.91881561279297,21.91881561279297,11044600,0.0,0.0
2000-05-24,21.949261754751205,23.623615980148315,21.157748848199844,23.38007354736328,15652000,0.0,0.0
2000-05-25,23.92804152914818,24.47601194584623,22.405901482764712,22.892986297607422,11655700,0.0,0.0
2000-05-26,23.258302330970764,23.89760121703148,22.740774661302567,23.38007354736328,5842400,0.0,0.0
2000-05-30,24.841321297062255,25.328406028377202,24.597778931404783,25.084863662719727,8093300,0.0,0.0
2000-05-31,25.084866798841034,25.906822385696263,24.749996004196312,25.32840919494629,9143700,0.0,0.0
2000-06-01,26.059035646558996,27.88560356571033,26.059035646558996,27.48984718322754,17272100,0.0,0.0
2000-06-02,28.250917099064512,28.85977307102711,27.885603515886952,28.37268829345703,15663000,0.0,0.0
2000-06-05,27.7029483987574,28.250918806644908,27.39852039437545,27.76383399963379,7460400,0.0,0.0
2000-06-06,27.672506550992473,27.946491764368638,27.033207719781426,27.094093322753906,5548500,0.0,0.0
2000-06-07,27.398511664620763,28.40312375899019,27.033198175759154,28.25090980529785,6322600,0.0,0.0
2000-06-08,28.494460859673513,28.494460859673513,27.642062457888407,27.885604858398438,6338900,0.0,0.0
2000-06-09,28.3422454948589,28.49445948784955,27.824717918690695,28.37268829345703,7132500,0.0,0.0
2000-06-12,28.494461928741842,28.920661145624734,28.43357632633,28.85977554321289,6595400,0.0,0.0
2000-06-13,28.49445692021796,28.7988848787673,27.916043798974222,28.616228103637695,6305000,0.0,0.0
2000-06-14,28.859775105859065,29.164203113304836,28.403133094690407,28.6771183013916,7426700,0.0,0.0
2000-06-15,28.34224424940167,28.372687046662037,27.702945506933965,28.1291446685791,5226400,0.0,0.0
2000-06-16,28.31180014508836,29.13375563317157,27.885601003119287,28.616228103637695,6016600,0.0,0.0
2000-06-19,28.64666976158065,30.199252288510102,28.342241815123895,30.13836669921875,9755100,0.0,0.0
2000-06-20,30.047044269374158,30.44280067819064,28.98154624563749,29.712173461914062,9657800,0.0,0.0
2000-06-21,29.07287464767206,30.07748707005235,28.890217843602915,29.712173461914062,6386800,0.0,0.0
2000-06-22,28.646673940979277,28.85977353458911,26.363464009445327,27.52029037475586,24223600,0.0,0.0
2000-06-23,27.581186724380707,27.61162953533477,24.963104982331323,25.937274932861328,20453000,0.0,0.0
2000-06-26,26.546126035717425,26.789668476412082,25.20664261189682,25.693727493286133,15562400,0.0,0.0
2000-06-27,25.41973872357104,25.93726633830243,24.871768307973102,25.26752471923828,14458100,0.0,0.0
2000-06-28,25.145755635301764,25.45018366962745,23.50184424994305,24.53689956665039,23330900,0.0,0.0
2000-06-29,23.623613703436185,24.04981291973529,22.5276728615242,23.501842498779297,26620400,0.0,0.0
2000-06-30,24.415125336977514,24.96309573107427,24.080254540585056,24.597782135009766,14130000,0.0,0.0
2000-07-03,25.054422890825524,25.511064863319305,24.84132330366176,25.389293670654297,7377700,0.0,0.0
2000-07-05,25.815487408878827,25.815487408878827,24.11069107055664,24.11069107055664,10443100,0.0,0.0
2000-07-06,24.78043880370947,25.450180392998917,24.567339207117374,25.32840919494629,8445200,0.0,0.0
2000-07-07,26.11991928683387,26.485232843293087,25.541506155773448,26.302576065063477,9552700,0.0,0.0
2000-07-10,26.45479762045693,26.698340061151583,25.693727493286133,25.693727493286133,6555700,0.0,0.0
2000-07-11,25.41973881494431,25.998152033487955,24.415126382736933,25.57195281982422,10737500,0.0,0.0
2000-07-12,26.15036603836786,26.272137242271786,24.476011984688895,25.57195281982422,9630800,0.0,0.0
2000-07-13,26.72877927495344,27.15497848890486,26.393908463991608,26.911436080932617,17225800,0.0,0.0
2000-07-14,27.215866379304366,27.276751986416905,26.3025822726163,26.7896671295166,8118000,0.0,0.0
2000-07-17,27.45940589904785,28.037819105347086,26.789664291754004,27.45940589904785,6685200,0.0,0.0
2000-07-18,27.215857499310758,27.368071467427708,26.637444420466345,26.850543975830078,8816100,0.0,0.0
2000-07-19,26.211245936225442,26.363459907980527,25.632832843556123,25.876375198364258,7824100,0.0,0.0
2000-07-20,25.87637999735841,26.85054959725896,25.845937197361515,26.54612159729004,9056800,0.0,0.0
2000-07-21,26.63744863916616,26.63744863916616,25.815493081157605,25.998149871826172,9042800,0.0,0.0
2000-07-24,26.39391103509354,26.789667486600134,26.05904019151104,26.667896270751953,5385100,0.0,0.0
2000-07-25,26.180808857015894,27.3985208968771,25.937266449043655,26.911436080932617,9080100,0.0,0.0
2000-07-26,26.789653303908874,27.24629512158914,26.11991197131115,27.185409545898438,6937400,0.0,0.0
2000-07-27,21.188188526728382,21.979701316519957,19.54427734793049,20.000919342041016,116022800,0.0,0.0
2000-07-28,21.553502201183715,21.91881579781395,20.701103809046508,21.340402603149414,43318000,0.0,0.0
2000-07-31,21.827488595789127,21.91881699995561,21.218632568012584,21.431732177734375,17045800,0.0,0.0
2000-08-01,21.736161265070038,21.797046870854548,20.76199157251788,21.06641960144043,13550000,0.0,0.0
2000-08-02,19.970474833533878,20.761987555594672,19.726932457515172,20.45755958557129,21085200,0.0,0.0
2000-08-03,18.81365158499741,20.15313486936616,18.509223565822694,19.970478057861328,31744300,0.0,0.0
2000-08-04,20.214020668705807,20.214020668705807,18.996308580229556,19.239850997924805,15998100,0.0,0.0
2000-08-07,19.209409200949747,19.239852004754738,18.296125086799996,18.570110321044922,29125700,0.0,0.0
2000-08-08,18.99631118774414,19.483396089993988,18.63099751105675,18.99631118774414,18209200,0.0,0.0
2000-08-09,19.75738179385662,20.061809864640235,19.270296880602835,19.483396530151367,21687200,0.0,0.0
2000-08-10,19.757378444439027,20.244463275118573,19.452950425264312,19.970478057861328,12627200,0.0,0.0
2000-08-11,19.97047548408968,20.214017868041992,19.51383351417909,20.214017868041992,7315900,0.0,0.0
2000-08-14,20.09224774086312,20.3053473381147,19.940033742826277,20.000919342041016,9541600,0.0,0.0
2000-08-15,19.9095946695203,19.970480280130452,19.422509784639068,19.544281005859375,12665900,0.0,0.0
2000-08-16,19.513831140127014,19.726930700159603,18.87453246002925,19.148517608642578,15032200,0.0,0.0
2000-08-17,19.23985413060044,20.42712361017863,18.996311673251064,20.092252731323242,14311500,0.0,0.0
2000-08-18,20.122692067448686,20.335791680870987,19.879149652108914,19.970478057861328,9142900,0.0,0.0
2000-08-21,20.24446066603603,20.488003049988343,20.092246676065834,20.214017868041992,8473600,0.0,0.0
2000-08-22,20.67066274370466,21.066419173260122,20.488005930063675,20.88376235961914,13074000,0.0,0.0
2000-08-23,20.45755886501736,20.701101232458043,20.092245313856335,20.548887252807617,9244200,0.0,0.0
2000-08-24,20.548896018616453,20.761995681031735,20.09225388486942,20.335796356201172,10705700,0.0,0.0
2000-08-25,20.427124011981952,20.518452435284406,20.00092470323717,20.27490997314453,7012000,0.0,0.0
2000-08-28,20.18357767128363,20.36623448278846,19.879149652108914,19.970478057861328,7927900,0.0,0.0
2000-08-29,19.879143069815377,20.061799820839717,19.72692911062843,19.75737190246582,7111200,0.0,0.0
2000-08-30,20.092253148908444,20.57933807373047,20.092253148908444,20.57933807373047,9849500,0.0,0.0
2000-08-31,21.09685666334696,21.91881211776307,21.06641386873895,21.797040939331055,15403000,0.0,0.0
2000-09-01,22.710329492041406,23.380071112450132,22.497229885547718,22.892986297607422,17607200,0.0,0.0
2000-09-05,22.98431715711492,23.136531178022967,21.52306255639768,21.736162185668945,15551500,0.0,0.0
2000-09-06,21.218632480940144,21.49261769231527,21.096861275884535,21.127304077148438,12879500,0.0,0.0
2000-09-07,21.340401541715288,21.705715120175462,21.27951594530526,21.55350112915039,11921800,0.0,0.0
2000-09-08,21.096858322620392,21.15774391662507,20.45755958557129,20.45755958557129,10036900,0.0,0.0
2000-09-11,20.548885429606717,21.12729850095861,20.396671463461484,20.701099395751953,9735100,0.0,0.0
2000-09-12,20.97509002685547,21.340403641256437,20.822876020855066,20.97509002685547,12290300,0.0,0.0
2000-09-13,20.60978278072401,21.249081803464342,20.518454348903962,21.188196182250977,9918900,0.0,0.0
2000-09-14,21.644832964496533,21.94926099493952,21.18819091883205,21.523061752319336,9659100,0.0,0.0
2000-09-15,21.523059005737306,22.010143792288645,21.066417018345426,21.309959411621094,10631800,0.0,0.0
2000-09-18,21.55350400963608,21.766603625550562,20.457563127790177,20.88376235961914,8566400,0.0,0.0
2000-09-19,21.09686002731323,22.010144011179605,20.914203230539957,21.91881561279297,10359600,0.0,0.0
2000-09-20,21.462174935402277,21.55350333938271,20.457562491617487,21.279518127441406,10788100,0.0,0.0
2000-09-21,20.214015159487353,20.518443098636258,18.996303402891726,19.422502517700195,11206100,0.0,0.0
2000-09-22,19.7269366064737,21.309962383536405,19.7269366064737,20.94464874267578,11367000,0.0,0.0
2000-09-25,21.15775219694583,21.279523432611704,20.183582311618828,20.335796356201172,7770600,0.0,0.0
2000-09-26,20.457560251994305,20.670659837952577,19.696490302143324,20.214017868041992,10174900,0.0,0.0
2000-09-27,20.579326547727995,20.731540501483376,19.605157243693533,19.84869956970215,12140200,0.0,0.0
2000-09-28,19.3616234932237,20.214022011793297,19.087638255112044,19.94003677368164,11576100,0.0,0.0
2000-09-29,19.270289167351677,19.909587860107422,19.239846372458548,19.909587860107422,11584300,0.0,0.0
2000-10-02,19.69648766293421,20.03135839599801,19.23984575421085,19.422502517700195,9595100,0.0,0.0
2000-10-03,20.183576433746904,20.488004434255906,19.544277632677996,19.7269344329834,8509900,0.0,0.0
2000-10-04,19.27029619825647,20.183580378268626,19.20941058625566,20.0313663482666,8636100,0.0,0.0
2000-10-05,19.78782143773912,19.94003544879865,19.02675138244146,19.239850997924805,8366500,0.0,0.0
2000-10-06,18.996308739505597,19.118079949374224,17.839482245753654,18.357009887695312,13849700,0.0,0.0
2000-10-09,17.839478009455913,18.174348757073687,17.261064899934304,18.02213478088379,11075900,0.0,0.0
2000-10-10,17.04796600341797,17.29150837489537,16.682652446201867,17.04796600341797,17308500,0.0,0.0
2000-10-11,15.221398139634513,16.408667194526004,15.221398139634513,16.012910842895508,19869700,0.0,0.0
2000-10-12,16.31734119909331,16.499998003560773,13.9428027410163,14.3385591506958,25210600,0.0,0.0
2000-10-13,14.673430979026937,16.16512831921847,14.673430979026937,16.134685516357422,21007300,0.0,0.0
2000-10-16,16.347780061175293,16.560879615045362,15.830252573205126,16.043352127075195,9361400,0.0,0.0
2000-10-17,15.830259614466648,15.952030842270238,14.582104529479855,14.947418212890625,13905300,0.0,0.0
2000-10-18,13.94280245701472,15.099628861745199,13.455717655022939,14.612544059753418,23823700,0.0,0.0
2000-10-19,18.35701069440998,19.118080789534773,17.59594059928519,18.570110321044922,38493800,0.0,0.0
2000-10-20,18.022144275038627,19.209413914779347,17.83948740738621,19.087642669677734,22699100,0.0,0.0
2000-10-23,18.509228515625,19.057199096679685,18.29612884521484,19.026756286621094,12111100,0.0,0.0
2000-10-24,19.39206810891628,20.274909514188767,19.239854073524473,19.483396530151367,14746500,0.0,0.0
2000-10-25,18.87453760641823,19.30073684269219,18.417895567553273,18.66143798828125,12170800,0.0,0.0
2000-10-26,18.539666430876746,18.996308461193905,17.413282756094414,18.7832088470459,15442300,0.0,0.0
2000-10-27,19.209405505467974,20.00091825212751,18.84409193008665,19.17896270751953,11134900,0.0,0.0
2000-10-30,19.3007339597687,19.757375930425688,18.96586318128691,19.3311767578125,8773800,0.0,0.0
2000-10-31,19.879145499558476,20.822872161865234,19.78781711288363,20.822872161865234,12714500,0.0,0.0
2000-11-01,20.214020081002996,21.37084653142184,20.153134478349372,21.279518127441406,10178300,0.0,0.0
2000-11-02,21.066418518153725,21.401289332748654,20.761990504885606,21.279518127441406,10204000,0.0,0.0
2000-11-03,21.370844280736712,21.614386665702373,21.005530703288223,21.401287078857422,7788500,0.0,0.0
2000-11-06,21.37084949668084,21.401292302231667,20.274908496851054,20.609779357910156,7151900,0.0,0.0
2000-11-07,20.122691803547873,20.548891024803048,19.87914939140206,20.396677017211914,7133200,0.0,0.0
2000-11-08,20.42711853654417,20.518446935366278,19.87914814361154,20.000919342041016,5745800,0.0,0.0
2000-11-09,19.483392177483974,20.427118986080853,19.392063776652016,20.183576583862305,10514100,0.0,0.0
2000-11-10,19.45295244104722,19.60516646640753,18.265683043236827,18.630996704101562,10181900,0.0,0.0
2000-11-13,17.77859588470713,18.539665914018222,16.987083054223593,18.296123504638672,19350100,0.0,0.0
2000-11-14,19.057189222864498,19.97047305143628,18.81364686857869,19.8791446685791,10220600,0.0,0.0
2000-11-15,20.092245497249078,20.57933023657633,19.970474312417267,20.12268829345703,11560500,0.0,0.0
2000-11-16,19.666053372621537,19.970481443405152,19.361625301837922,19.483396530151367,7926500,0.0,0.0
2000-11-17,19.90958872000136,20.335787866912703,19.605160757921826,20.12268829345703,7667800,0.0,0.0
2000-11-20,19.5747190808493,19.787818666488405,19.057191515725755,19.17896270751953,8217500,0.0,0.0
2000-11-21,19.14851538242738,20.122684686461838,18.996301428671995,19.84869956970215,7834400,0.0,0.0
2000-11-22,19.392062353900098,19.66604753629429,18.783206393024113,19.3311767578125,6824200,0.0,0.0
2000-11-24,20.27490696899958,20.6097778048239,20.21402136248607,20.488006591796875,4528000,0.0,0.0
2000-11-27,20.670662100905172,21.5230605380559,20.60977649825155,21.279518127441406,12738400,0.0,0.0
2000-11-28,20.761987555594672,21.066415525618055,20.45755958557129,20.45755958557129,10713700,0.0,0.0
2000-11-29,20.60977593424749,21.06641794165327,20.244462328322868,20.64021873474121,11745600,0.0,0.0
2000-11-30,20.366230228490995,20.822872161865234,19.726931521767064,20.822872161865234,15164900,0.0,0.0
2000-12-01,21.157748045846073,21.94926092238132,20.97509122818409,21.2186336517334,16957500,0.0,0.0
2000-12-04,21.431733761395513,21.797047405055665,21.30996254684213,21.705718994140625,10426700,0.0,0.0
2000-12-05,22.832099538649956,25.267523489439284,22.832099538649956,25.02398109436035,36215800,0.0,0.0
2000-12-06,24.902209896820885,26.180807470985282,24.536896304202486,25.02398109436035,25213800,0.0,0.0
2000-12-07,23.897599973548918,24.810884048971168,23.897599973548918,24.62822723388672,16822400,0.0,0.0
2000-12-08,25.08486963118085,25.2066408429827,24.23247114856791,24.50645637512207,12476300,0.0,0.0
2000-12-11,24.32379693796139,24.8413245323861,24.232468538945266,24.597782135009766,11230800,0.0,0.0
2000-12-12,24.506454026147033,24.567339626211997,24.080254825692304,24.32379722595215,8835000,0.0,0.0
2000-12-13,24.11070556640625,24.11070556640625,23.258306884765624,23.440963745117188,8758200,0.0,0.0
2000-12-14,23.53228036500995,24.202021850171942,23.288738006769226,23.56272315979004,9420300,0.0,0.0
2000-12-15,23.0451979240847,23.288740306373576,22.466784766148624,22.7103271484375,14163900,0.0,0.0
2000-12-18,22.89299040574294,23.136532856867863,21.736163762899544,22.162363052368164,12564300,0.0,0.0
2000-12-19,22.192805858758778,23.867160210242638,22.101477439586933,22.162363052368164,14884400,0.0,0.0
2000-12-20,21.401292618284835,21.583949454287264,19.60516706426093,20.0313663482666,21714800,0.0,0.0
2000-12-21,20.214021518569968,20.88376319539006,18.874538164929792,19.452951431274414,24576800,0.0,0.0
2000-12-22,20.366234087637054,21.70571734601677,20.366234087637054,21.279518127441406,10014000,0.0,0.0
2000-12-26,21.583943806951574,21.583943806951574,20.792431058036563,21.249073028564453,5938200,0.0,0.0
2000-12-27,21.188189766623758,21.888374198566783,21.06641856106845,21.431732177734375,6152600,0.0,0.0
2000-12-28,21.309960928768216,21.67527454468996,20.82287610753923,21.279518127441406,5578900,0.0,0.0
2000-12-29,21.492624288317803,21.918823636811354,21.188196182250977,21.188196182250977,6353000,0.0,0.0
2001-01-02,21.70571275880213,21.85792673326778,19.81825947542803,19.909587860107422,13289000,0.0,0.0
2001-01-03,18.935424537925453,22.16236183860085,18.87453892847875,21.766605377197266,22359800,0.0,0.0
2001-01-04,21.553504555363634,22.22324622233821,21.218633721876348,21.523061752319336,12330700,0.0,0.0
2001-01-05,21.888377191044906,22.040591218799044,20.244465691300228,20.609779357910156,15314300,0.0,0.0
2001-01-08,20.427112565524336,21.127296751823977,20.122684658437535,21.005525588989258,6974700,0.0,0.0
2001-01-09,18.143905397060376,19.239845991513686,17.59593509983372,19.148517608642578,32720800,0.0,0.0
2001-01-10,18.35701010464492,19.422508203587828,18.23523889333716,19.270294189453125,17144700,0.0,0.0
2001-01-11,19.08763372046607,20.73154475859233,19.05719092346373,20.45755958557129,14829900,0.0,0.0
2001-01-12,20.396677720222588,20.457563325357583,20.000921286845138,20.153135299682617,7816900,0.0,0.0
2001-01-16,19.452947889055523,19.5747190808493,18.874534728035094,19.17896270751953,8420400,0.0,0.0
2001-01-17,19.726932460375558,19.84870364840257,19.209404911260766,19.574718475341797,8610400,0.0,0.0
2001-01-18,19.909592454026384,20.548891294293288,19.7878212463565,19.970478057861328,10493100,0.0,0.0
2001-01-19,20.214022237271926,20.396679064717155,19.02675285887794,19.05719566345215,15581400,0.0,0.0
2001-01-22,18.72232366718029,19.331179721397536,18.570109653625977,18.965866088867188,6997300,0.0,0.0
2001-01-23,18.72232366718029,19.02675169428891,18.509224048204253,18.965866088867188,12084300,0.0,0.0
2001-01-24,19.300737208725,19.39206561823001,18.235239097833244,18.5396671295166,13701600,0.0,0.0
2001-01-25,18.204792682195112,18.478777856341864,17.96125030517578,17.96125030517578,11627400,0.0,0.0
2001-01-26,17.565498080029585,18.326568187483204,17.535055275731438,18.143911361694336,13873600,0.0,0.0
2001-01-29,17.91497611245499,18.387448904045467,17.593500258919416,18.01726531982422,12008500,0.0,0.0
2001-01-30,16.92619662072739,17.413281415568463,16.463465694012157,17.184350967407227,39193700,0.0,0.0
2001-01-31,17.145382610962375,17.315861520678116,16.633944023734394,16.731359481811523,19318100,0.0,0.0
